title,address,content,url,image,create date,update date,start day,end day,open time,close time,category id
엔하이픈 정원 생일 카페: 스웨이성수,서울특별시 성동구 서울숲2길 11-12 1층,"💙
🕳

born to be 𝗕𝗟𝗨𝗘 

jungwon day cafe event 

📍 스웨이 성수
🗓 23.02.08 - 23.02.11

#경_양정원탄생일_축
https://t.co/wVAPS81Ha7",https://twitter.com/lowdeep0209/status/1616414191321247750,,,,2023-02-08,2023-02-11,12:00:00,20:00:00,2
엔하이픈 정원 생일 카페: 카페 위밋데얼,서울특별시 마포구 양화로16길 30 3층,"💙
🕳

born to be 𝗕𝗟𝗨𝗘 

jungwon day cafe event 

📍 카페 위밋데얼
🗓 23.02.08 - 23.02.11

#경_양정원탄생일_축
https://t.co/t0PZ8LeoJE",https://twitter.com/lowdeep0209/status/1616414206387179521,,,,2023-02-08,2023-02-11,12:00:00,20:00:00,2
엔하이픈 정원 생일 이벤트: 인생네컷 노량진점,서울특별시 동작구 노량진로16길 22,"𝐈 𝐥𝐢𝐤𝐞 𝐲𝐨𝐮, 𝐉𝐮𝐬𝐭 𝐲𝐨𝐮 𝐚𝐫𝐞 ̊₊✯͡

스무살 정원이 생일을 축하하기위해
네컷 프레임 이벤트를 진행합니다 
-
ෆ 2023.2.08 ~ 2023.2.11
ෆ 인생네컷 

#겨울_한가운데_핀_꽃 #ENHYPEN #JUNGWON
https://t.co/sUu9sOwllR",https://twitter.com/sunoo624s2/status/1618552387693842432,,,,2023-02-08,2023-02-11,00:00:00,23:59:00,2
엔하이픈 정원 생일 이벤트: 인생네컷 연남점,서울특별시 마포구 양화로23길 34 1층,"𝐈 𝐥𝐢𝐤𝐞 𝐲𝐨𝐮, 𝐉𝐮𝐬𝐭 𝐲𝐨𝐮 𝐚𝐫𝐞 ̊₊✯͡

스무살 정원이 생일을 축하하기위해
네컷 프레임 이벤트를 진행합니다 
-
ෆ 2023.2.08 ~ 2023.2.11
ෆ 인생네컷 

#겨울_한가운데_핀_꽃 #ENHYPEN #JUNGWON
https://t.co/sUu9sOwllR",https://twitter.com/sunoo624s2/status/1618552387693842432,,,,2023-02-08,2023-02-11,00:00:00,23:59:00,2
엔하이픈 정원 생일 카페: 골드문커피,서울특별시 용산구 한강대로14길 12 1~2층 골드문커피,"🟠
𝒉𝒐!𝒅 𝒐𝒏 20

JUNGWON birthday cafe event
23/02/07 ~ 23/02/09

#happyjungwonday #hold_on20
https://t.co/MYXlunWIAJ",https://twitter.com/lolo__29/status/1620074419556331523,,,,2023-02-07,2023-02-09,11:00:00,18:00:00,2
엔하이픈 정원 생일 카페: 타임슬래시,부산광역시 부산진구 황령대로64번길 25-1 1층,"𝑀𝑒𝓂𝑜𝓇𝒾𝑒𝓈 𝓌𝒾𝓉𝒽 𝒥𝓊𝓃𝑔𝓌𝑜𝓃💭

⋆⁺₊정원이의 20번째 생일을 맞이하여
생일 카페 이벤트를 진행합니다!⋆⁺₊✧

📍BUSAN : 타임슬래시 (02.09)
 🗓️12:00~20:00 [9/2/2023]

#Our_Memories_With_Jungwon 
#정원 #JUNGWON
https://t.co/xEE6nfR6OW",https://twitter.com/MemoriesWith_JW/status/1610923382928994306,,,,2023-02-09,2023-02-09,12:00:00,20:00:00,2
엔하이픈 정원 생일 카페: 블랙드럼 용산점,서울특별시 용산구 한강대로10길 11-21 1층 블랙드럼,"𝟐𝟎𝟐𝟑 𝐉𝐮𝐧𝐠𝐖𝐨𝐧 𝐁𝐢𝐫𝐭𝐡𝐝𝐚𝐲 𝐏𝐫𝐨𝐣𝐞𝐜𝐭 ——以爱加冕
𝙋𝙖𝙧𝙩. 𝟑

정원이의 스무 번째 생일을 축하하기 위해 생일 카페를 준비했습니다.

   CAFE BLACK DRUM

⌚️2023.2.7 - 2023.2.9
📍서울 용산구 한강대로10길 11-21 1층 블랙드럼

#ENHYPEN #JUNGWON #엔하이픈 #정원
https://t.co/phGucxYc9Z",https://twitter.com/JungWonBar/status/1616410315796934657,,,,2023-02-07,2023-02-09,11:00:00,22:00:00,2
엔하이픈 제이 생일 카페: 멜로우,서울특별시 마포구 잔다리로 30-11 1층 멜로우,"╓════☆════╖
      𝙇𝙊𝙑𝙀 𝙅𝘼𝙔 𝙁𝙊𝙍𝙀𝙑𝙀𝙍
   ↳𝟰랑해_𝟮_𝟬원한 순간을
╙════☆════╜

𝘊𝘈𝘍𝘌 &amp; 𝘓𝘜𝘊𝘒𝘠 𝘋𝘙𝘈𝘞 𝘌𝘝𝘌𝘕𝘛

♡༘ 홍대 멜로우
♡༘ 𝟤𝟥.𝟢𝟦.𝟤𝟢-𝟢𝟦.𝟤𝟤

——

#4랑해_2_0원한순간을
#20veJAY4eva
https://t.co/Qm9T5pDn1n",https://twitter.com/20VEJAY4EVA/status/1632395567019212801,,,,2023-04-20,2023-04-22,12:00:00,22:00:00,2
엔하이픈 제이 생일 이벤트: 리드레시,서울특별시 강남구 선릉로 524 선릉대림아크로텔 8층 824호,"𝘮𝘢𝘬𝘪𝘯𝘨 𝘢 𝘣𝘦𝘵𝘵𝘦𝘳 𝘸𝘰𝘳𝘭𝘥🍀

𝘊𝘳𝘦𝘢𝘵𝘦 𝘺𝘰𝘶𝘳 𝘰𝘸𝘯 𝘴𝘤𝘦𝘯𝘵 
𝘸𝘪𝘵𝘩 𝘱𝘦𝘳𝘧𝘶𝘮𝘦-𝘭𝘰𝘷𝘪𝘯𝘨 𝘑𝘢𝘺.

𝟤𝟢𝟤𝟥. 𝟢𝟦. 𝟤𝟤. 𝘵𝘶𝘦
𝘳𝘦𝘥𝘳𝘦𝘴𝘴𝘪

#rt 추첨 한 분께 특전세트를 보내드립니다!
https://t.co/BhirjMAgOu",https://twitter.com/hachimnawa/status/1625394445016526850,,,,2023-04-22,2023-04-22,14:00:00,20:30:00,2
엔하이픈 제이 생일 카페: 카페 위밋데얼,서울특별시 마포구 양화로16길 30 3층,"2023 𝘑𝘈𝘠 𝘉𝘐𝘙𝘛𝘏𝘋𝘈𝘠 𝘊𝘈𝘍𝘌 𝘌𝘝𝘌𝘕𝘛 ①

「 みどりかたおもい 」
 : 초록빛 짝사랑

✐ 2023年. 4月. 20日 - 22日
✐ 홍대 위밋데얼

#종성선배_탄죠비_오메데토

*₊°。.❀。• *₊°。 ❀°。*₊
https://t.co/nQVpqitz4G",https://twitter.com/4jay2bef0rever/status/1629134055324401664,,,,2023-04-20,2023-04-22,12:00:00,20:00:00,2
엔하이픈 제이 생일 카페: 차품집,"서울특별시 용산구 한강대로10길 11-50 1, 2층 차품집","2023 𝘑𝘈𝘠 𝘉𝘐𝘙𝘛𝘏𝘋𝘈𝘠 𝘊𝘈𝘍𝘌 𝘌𝘝𝘌𝘕𝘛 ②

-

「 𝐀𝐠𝐞𝐧𝐭 𝟒𝟐𝟎 𝐢𝐬 𝐛𝐚𝐜𝐤 」
 : Once a Marines, always a Marine

» 2023년 4월 20 - 22일
» 용산 차품집

-

#쫑스본드_생일축하_임무완료
https://t.co/NGIGyNJGpE",https://twitter.com/4jay2bef0rever/status/1631670773294268420,,,,2023-04-20,2023-04-22,11:00:00,19:00:00,2
엔하이픈 제이 생일 카페: 프레이밍,서울특별시 마포구 독막로19길 12 1층 오른쪽,"✦

可能星 (가능성) ;
별이 모여 만들어진 우주 

𝟮𝟬𝟮𝟯 𝗝𝗔𝗬 𝗕𝗜𝗥𝗧𝗛𝗗𝗔𝗬 𝗖𝗔𝗙𝗘 𝗘𝗩𝗘𝗡𝗧

𝟬𝟰.𝟭𝟵 - 𝟬𝟰.𝟮𝟭 
𝗖𝗮𝗳𝗲 𝗙𝗿𝗮𝗺𝗶𝗻𝗴

#우리가_본_종성이의_가능星 🌌
https://t.co/0OqFjX9sIt",https://twitter.com/zzongrangdan/status/1634207518451703808,,,,2023-04-19,2023-04-21,11:00:00,19:00:00,2
엔하이픈 제이 생일 이벤트: 파스텔필름,서울특별시 마포구 어울마당로5길 28 지층 101호,"★彡
七年즈 프로젝트

- vol.2 

다가오는 제이의 22번째 생일을 축하하며 
프레임 이벤트를 진행합니다

✦ 파스텔 필름 
✦ 2023.04.20-22

#70MYJAY
https://t.co/g0AZFh9OHY",https://twitter.com/tomyseventhsaga/status/1637106590720626689,,,,2023-04-20,2023-04-22,00:00:00,23:59:00,2
엔하이픈 제이 생일 카페: 카페 BUD,서울특별시 용산구 한강대로10길 11-18 1층,"𝗝𝗔𝗬, 綜星 
𝟤𝟤𝗇𝖽 𝖡𝗂𝗋𝗍𝗁𝖽𝖺𝗒 𝖤𝗏𝖾𝗇𝗍 ⋆⁺₊⋆

( ベテルギウス ) - #가장밝은별이모인날 

- 𝖢𝖺𝖿𝖾 𝖡𝖴𝖣
- 𝟢𝟦.𝟤𝟢 - 𝟢𝟦.𝟤𝟤
https://t.co/rseNE1rPX1",https://twitter.com/betelgeusejay/status/1637438804578693121,,,,2023-04-20,2023-04-22,11:30:00,18:00:00,2
뉴진스 혜인 생일 카페: 카페프루티,서울특별시 서대문구 연세로12길 22 2층,"˗ˋˏ❤︎ˎˊ˗
𝟮𝟬𝟮𝟯 𝗛𝗬𝗘𝗜𝗡 𝗕-𝗗𝗔𝗬 𝗘𝗩𝗘𝗡𝗧

💗𝙃𝙔𝙀𝙉𝙉 𝙇𝙊𝙑𝙀𝙎 𝘾𝙇𝙐𝘽🐯
-

혜인이의 생일을 축하하기 위해 생일 카페 이벤트를 준비했습니다.

💖 2023. 04. 15 ~ 2023. 04. 23
💖신촌 카페프루티

#HYENN_LOVES_CLUB

자세한 내용은 하단의 공지를 참고해주세요( ິ◕ ˕ ◕ )ິ
https://t.co/lIDtlUglh9",https://twitter.com/ador_moments/status/1637348021628444674,,,,2023-04-15,2023-04-23,11:00:00,21:00:00,2
에스파 카리나 생일 카페: 카페식스,서울특별시 마포구 와우산로29라길 19 2층 카페식스,"⠀⠀⠀⠀⠀⠀ 
˚✧₊⁎ 𝙲𝚊𝚏𝚎 𝙴𝚟𝚎𝚗𝚝 ⁎⁺˳✧˚

사랑하는 지민이의 24번째 생일을 기념하여 
생일 카페 이벤트를 진행합니다˚°⋆♡

🗓️ 2023.04.09 - 2023.04.11
📍 카페 식스

#평생_지민이_편
#My_Happiness_KARINA
#aespa #KARINA #에스파 #카리나
https://t.co/aRYDsaKdVl",https://twitter.com/firstble/status/1639209693473312769,,,,2023-04-09,2023-04-11,12:00:00,20:00:00,2
스테이씨 윤 생일 이벤트: RGB포토스튜디오 홍대입구역점,서울특별시 마포구 와우산로27길 28,"𝙁𝙄𝙍𝙎𝙏 (𝙋𝘼𝙂𝙀𝙎) 𝙤𝙛 20𝙨

-
ᴘʜᴏᴛᴏ ʙᴏᴏᴛʜ ᴇᴠᴇɴᴛ ғᴏʀ sᴛᴀʏᴄ ʏᴏᴏɴ

윤이의 스무살 생일을 축하하기 위해 프레임 이벤트를 진행합니다 ♡

🐯RGB 포토스튜디오 홍대입구역점 
🐯04.13-04.15 

#자윤이랑사진찍을사람
https://t.co/ypmthiYLzH",https://twitter.com/moniii_o_o/status/1637378405657346055,,,,2023-04-13,2023-04-15,00:00:00,23:59:00,2
